Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,ROG-STRIX-RXVEGA64-O8G-GAMING,Asus,Asus RX Vega 64 8GB ROG Strix Gaming,37,94.7,58642,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,GV-RXVEGA64GAMING OC-8GD,Gigabyte,Gigabyte RX Vega 64 8GB Gaming OC,37,94.7,58642,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,RX VEGA 64 AIR BOOST 8G OC,MSI,MSI RX Vega 64 8GB Gaming Air Boost,37,94.7,58642,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,,Nvidia,Quadro P5000,38,93.8,6085,https://gpu.userbenchmark.com/SpeedTest/197331/NVIDIA-Quadro-P5000
GPU,,Nvidia,RTX 2070 (Mobile),39,91,10048,https://gpu.userbenchmark.com/SpeedTest/694798/NVIDIA-GeForce-RTX-2070
GPU,,AMD,Vega Frontier Edition,40,90.1,1438,https://gpu.userbenchmark.com/AMD-Vega-Frontier-Edition/Rating/3929
GPU,100-506061,AMD,Radeon Vega Frontier Edition Air,40,90.1,1438,https://gpu.userbenchmark.com/AMD-Vega-Frontier-Edition/Rating/3929
GPU,,AMD,RX 5700,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,AXRX 5700 8GBD6-M3DH,AMD,PowerColor RX 5700 8GB,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,21294-01-20G,AMD,Sapphire RX 5700 8GB,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,RX-57XL8MFG6,AMD,XFX RX 5700 8GB,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,R5700XT8,AMD,MSI RX 5700 8GB,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,11294-01-20G,Sapphire,Sapphire RX 5700 8GB Pulse,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,R5700MHC,MSI,MSI RX 5700 8GB Mech,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,11294-01-20G,Sapphire,Sapphire RX 5700 8GB Pulse,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,AXRX 5700 8GBD6-3DHE/OC,PowerColor,PowerColor RX 5700 8GB Red Devil,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,RX-57XL8LBD6,XFX,XFX RX 5700 8GB DD Ultra,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,GV-R57GAMING OC-8GD,Gigabyte,Gigabyte RX 5700 8GB Gaming OC,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,RX 5700 Evoke OC,MSI,MSI RX 5700 8GB Evoke OC,41,89.5,44986,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,,Nvidia,RTX 2080 (Mobile Max-Q),42,89.1,4355,https://gpu.userbenchmark.com/SpeedTest/704710/NVIDIA-GeForce-RTX-2080-with-Max-Q-Design
GPU,,AMD,RX 5600-XT,43,88.8,58837,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,11296-01-20G,Sapphire,Sapphire RX 5600 XT 6GB Pulse,43,88.8,58837,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,AXRX 5600XT 6GBD6-3DHE/OC,PowerColor,PowerColor RX 5600 XT 6GB Red Devil,43,88.8,58837,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,RX-56XT6DFD6,XFX,XFX RX 5600 XT 6GB Thicc II PRO,43,88.8,58837,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,RX-56XT6DF46,XFX,XFX RX 5600 XT 6GB Thicc II PRO,43,88.8,58837,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,GV-R56XTGAMING OC-6GD,Gigabyte,Gigabyte RX 5600 XT 6GB Gaming OC,43,88.8,58837,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,GV-R56XTWF2OC-6GD,Gigabyte,Gigabyte RX 5600 XT 6GB Windforce OC,43,88.8,58837,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,Radeon RX 5600 XT GAMING MX,MSI,MSI RX 5600 XT 6GB Gaming MX,43,88.8,58837,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,,Nvidia,RTX 2060,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,RTX 2060 VENTUS 6G OC,MSI,MSI RTX 2060 6GB Ventus,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,ZT-T20600F-10M,Zotac,Zotac RTX 2060 6GB Twin,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,GV-N2060GAMING OC-6GD,Gigabyte,Gigabyte RTX 2060 6GB Gaming OC,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2167-KR,EVGA,EVGA RTX 2060 6GB XC Ultra Gaming,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,GV-N2060WF2OC-6GD,Gigabyte,Gigabyte RTX 2060 6GB Windforce OC,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,RTX 2060 Gaming Z 6G,MSI,MSI RTX 2060 6GB Gaming Z,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,ROG-STRIX-RTX2060-O6G-GAMING,Asus,Asus RTX 2060 6GB ROG STRIX,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,GV-N2060GAMINGOC PRO-6GD,Gigabyte,Gigabyte RTX 2060 6GB Gaming OC Pro ,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2060-KR,EVGA,EVGA RTX 2060 6GB Gaming,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2068-KR,EVGA,EVGA RTX 2060 KO 6GB Ultra Gaming,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2066-KR,EVGA,EVGA RTX 2060 KO 6GB Gaming,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,RTX 2060 VENTUS XS 6G OC,MSI,MSI RTX 2060 6GB Ventus XS,44,88.3,388561,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,,Nvidia,RTX 2070S (Super Mobile Max-Q),45,85.7,1010,https://gpu.userbenchmark.com/SpeedTest/1168355/NVIDIA-GeForce-RTX-2070-Super-with-Max-Q-Design
GPU,,AMD,RX Vega-56,46,83.9,75196,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,21276-00-20G,AMD,Sapphire RX Vega 56 8GB,46,83.9,75196,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,RX-VEGMLBFX6,AMD,XFX RX Vega 56 8GB,46,83.9,75196,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,GV-RXVEGA56-8GD-B,AMD,Gigabyte RX Vega 56 8GB,46,83.9,75196,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,RX Vega 56 Air Boost 8G OC,MSI,MSI RX Vega 56 8GB Gaming Air Boost,46,83.9,75196,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,GV-RXVEGA56GAMING OC-8GD,Gigabyte,Gigabyte RX Vega 56 8GB OC,46,83.9,75196,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,11276-02-40G,Sapphire,Sapphire RX Vega 56 8GB Pulse,46,83.9,75196,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,90-GA0900-00UANF,ASRock,ASRock RX Vega 56 8GB Phantom Gaming X,46,83.9,75196,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,,Nvidia,GTX 1070,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GTX1070-8G,Asus,ASUS GTX 1070 8GB Founders Edition,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,ZT-P10700A-10P,Nvidia,ZOTAC GTX 1070 8GB Founders Edition ,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,VCGGTX10708PB-CG,Nvidia,PNY GTX 1070 8GB Founders Edition,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070D5-8GD-B,Nvidia,Gigabyte GTX 1070 8GB Founders Edition,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,MSI GeForce GTX 1070 Founders Edition,Nvidia,MSI GTX 1070 Founders Edition,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6170-KR,EVGA,EVGA GTX 1070 8GB Founders Edition,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 GAMING X 8G,MSI,MSI GTX 1070 8GB GAMING X,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GTX 1070 GAMING X 8G,MSI,MSI GTX 1070 8GB GAMING X,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070G1 GAMING-8GD,Gigabyte,Gigabyte GTX 1070 8GB G1 Gaming,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 ARMOR 8G OC,MSI,MSI GTX 1070 8GB ARMOR OC,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6173-KR,EVGA,EVGA GTX 1070 8GB SC GAMING,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,STRIX-GTX1070-O8G-GAMING,Asus,Asus GTX 1070 8GB STRIX OC,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6276-KR,EVGA,EVGA GTX 1070 8GB FTW Gaming,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,STRIX-GTX1070-8G-GAMING,Asus,Asus GTX 1070 8GB STRIX,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,ZT-P10700B-10P,Zotac,Zotac GTX 1070 8GB AMP! Extreme,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070WF2OC-8GD,Gigabyte,Gigabyte GTX 1070 8GB Windforce OC,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 GAMING 8G,MSI,MSI GTX 1070 8GB Gaming,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,DUAL-GTX1070-O8G,Asus,Asus GTX 1070 8GB Dual OC,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-5173-KR,EVGA,EVGA GTX 1070 8GB SC Gaming ACX 3.0,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6171-KR,EVGA,EVGA GTX 1070 8GB Gaming ACX 3.0,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6274-KR,EVGA,EVGA GTX 1070 8GB FTW DT Gaming,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,426018336-3682,Gainward,Gainward GTX 1070 8GB Phoenix GS,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070XTREME-8GD,Gigabyte,Gigabyte GTX 1070 8GB XTREME,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,TURBO-GTX1070-8G,Asus,Asus GTX 1070 8GB Turbo,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 SEA HAWK X,MSI,MSI GTX 1070 8GB SEA HAWK X,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070IXOC-8GD,Gigabyte,Gigabyte GTX 1070 8GB Mini ITX OC,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6676-KR,EVGA,EVGA GTX 1070 8GB FTW2,47,80.4,1013968,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,,Nvidia,GTX 980-Ti,48,80.2,176561,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,06G-P4-4995-KR,EVGA,EVGA GTX 980 Ti 6GB ACX SC+ ACX 2.0+ w/BP,48,80.2,176561,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,06G-P4-4992-KR,EVGA,EVGA GTX 980 Ti 6GB SC,48,80.2,176561,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GTX980TI-6GD5,Asus,ASUS GTX 980 Ti 6GB,48,80.2,176561,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GTX 980TI GAMING 6G,MSI,MSI GTX 980 Ti 6GB Gaming,48,80.2,176561,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GV-N98TG1 GAMING-6GD,Gigabyte,Gigabyte GTX 980 Ti 6GB GV-N98TG1,48,80.2,176561,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GV-N98TWF3OC-6GD,Gigabyte,Gigabyte GTX 980 Ti 6GB Windforce 3X OC,48,80.2,176561,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GTX 980Ti GAMING 6G GOLDEN EDITION,MSI,MSI GTX 980 TI 6GB OC GOLDEN LE,48,80.2,176561,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,06G-P4-0998-KR,EVGA,EVGA GTX 980 Ti 6GB Classified Gaming ACX 2.0+,48,80.2,176561,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,,Nvidia,RTX 2070 (Mobile Max-Q),49,79.9,6790,https://gpu.userbenchmark.com/SpeedTest/703511/NVIDIA-GeForce-RTX-2070-with-Max-Q-Design
GPU,,Nvidia,GTX Titan X,50,78.9,12946,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,12G-P4-2992-KR,EVGA,EVGA GTX TITAN X 12GB SC,50,78.9,12946,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,GTXTITANX-12GD5,Asus,ASUS GTX TITAN X 12GB,50,78.9,12946,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,12G-P4-2990-KR,EVGA,EVGA GTX TITAN X 12GB,50,78.9,12946,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,,Nvidia,GTX 1080 (Mobile Max-Q),51,78.4,2312,https://gpu.userbenchmark.com/SpeedTest/308045/NVIDIA-GeForce-GTX-1080-with-Max-Q-Design
GPU,,Nvidia,GTX 1660-Ti,52,76.4,183398,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GTX 1660 TI VENTUS XS 6G OC,MSI,MSI GTX 1660 Ti 6GB Ventus XS OC,52,76.4,183398,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,06G-P4-1261-KR,EVGA,EVGA GTX 1660 Ti 6GB Black Gaming,52,76.4,183398,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GTX 1660 TI GAMING X 6G,MSI,MSI GTX 1660 Ti 6GB Gaming X,52,76.4,183398,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,DUAL-GTX1660TI-O6G,Asus,Asus GTX 1660 Ti 6GB Dual,52,76.4,183398,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,06G-P4-1263-KR,EVGA,EVGA GTX 1660 Ti 6GB XC Gaming,52,76.4,183398,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GV-N166TWF2OC-6GD,Gigabyte,Gigabyte GTX 1660 Ti 6GB Windforce OC,52,76.4,183398,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GV-N166TOC-6GD,Gigabyte,Gigabyte GTX 1660 Ti 6GB OC,52,76.4,183398,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,PH-GTX1660TI-O6G,Asus,Asus GTX 1660 Ti 6GB Phoenix,52,76.4,183398,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,,Nvidia,Quadro M6000 24GB,53,75.3,222,https://gpu.userbenchmark.com/SpeedTest/145751/NVIDIA-Quadro-M6000-24GB
GPU,,Nvidia,Quadro M6000,54,74.7,344,https://gpu.userbenchmark.com/SpeedTest/36278/NVIDIA-Quadro-M6000
GPU,,Nvidia,GTX 1660S (Super),55,71.3,209279,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GTX 1660 Super Ventus XS OC,MSI,MSI GTX 1660 Super 6GB Ventus XS OC,55,71.3,209279,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GV-N166SOC-6GD,Gigabyte,Gigabyte GTX 1660 Super 6GB OC,55,71.3,209279,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,06G-P4-1068-KR,EVGA,EVGA GTX 1660 Super 6GB SC Ultra Gaming,55,71.3,209279,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,ZT-T16620F-10L,Zotac,Zotac GTX 1660 Super 6GB Compact,55,71.3,209279,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GTX 1660 Super Gaming X,MSI,MSI GTX 1660 Super 6GB Gaming X,55,71.3,209279,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,DUAL-GTX1660S-O6G-EVO,Asus,Asus GTX 1660 Super 6GB Dual Evo,55,71.3,209279,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,TUF-GTX1660S-O6G-GAMING,Asus,Asus GTX 1660 Super 6GB TUF Gaming,55,71.3,209279,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,,Nvidia,RTX 2060 (Mobile),56,71,47997,https://gpu.userbenchmark.com/SpeedTest/701609/NVIDIA-GeForce-RTX-2060
GPU,,Nvidia,GTX 1070 (Mobile),57,70.6,70689,https://gpu.userbenchmark.com/SpeedTest/164129/NVIDIA-GeForce-GTX-1070
GPU,,AMD,R9 Fury-X,58,68.9,2452,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,R9-FURY-4QFA,AMD,XFX R9 FURY X 4GB,58,68.9,2452,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,21246-00-40G,AMD,Sapphire R9 Fury X 4GB ,58,68.9,2452,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,GV-R9FURYX-4GD-B,AMD,Gigabyte R9 Fury X 4GB,58,68.9,2452,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,,Nvidia,GTX 1660,59,68.8,129418,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GV-N1660OC-6GD,Gigabyte,Gigabyte GTX 1660 6GB OC,59,68.8,129418,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,06G-P4-1167-KR,EVGA,EVGA GTX 1660 6GB XC Ultra Gaming,59,68.8,129418,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GTX 1660 Ventus XS 6G OC,MSI,MSI GTX 1660 6GB Ventus XS OC,59,68.8,129418,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GTX 1660 Gaming X 6G,MSI,MSI GTX 1660 6GB Gaming X,59,68.8,129418,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,06G-P4-1161-KR,EVGA,EVGA GTX 1660 6GB XC Black,59,68.8,129418,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,PH-GTX1660-O6G,Asus,Asus GTX 1660 6GB Phoenix,59,68.8,129418,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GV-N1660GAMING OC-6GD,Gigabyte,Gigabyte GTX 1660 6GB Gaming OC,59,68.8,129418,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,ZT-T16600F-10L,Zotac,Zotac GTX 1660 6GB Compact,59,68.8,129418,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,ZT-T16600K-10M,Zotac,Zotac GTX 1660 6GB Gaming Compact,59,68.8,129418,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,,Nvidia,Quadro P4000,60,67.4,8179,https://gpu.userbenchmark.com/SpeedTest/250990/NVIDIA-Quadro-P4000
GPU,,Nvidia,Quadro P5000-M (Mobile),61,66.9,497,https://gpu.userbenchmark.com/SpeedTest/249248/NVIDIA-Quadro-P5000
GPU,,Nvidia,GTX 1660-Ti (Mobile),62,65.7,44501,https://gpu.userbenchmark.com/SpeedTest/776281/NVIDIA-GeForce-GTX-1660-Ti
GPU,,AMD,R9 Fury,63,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,11247-00-40G,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,63,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,100379NTOC+SR,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,63,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,STRIX-R9FURY-DC3-4G-GAMING,Asus,Asus R9 Fury 4GB Gaming,63,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,R9-FURY-4TF9,XFX,XFX R9 Fury 4GB,63,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,11247-03-40G,Sapphire,Sapphire R9 Fury 4GB NITRO,63,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,,Nvidia,GTX 1070 (Mobile Max-Q),64,60.9,5753,https://gpu.userbenchmark.com/SpeedTest/301524/NVIDIA-GeForce-GTX-1070-with-Max-Q-Design
GPU,,AMD,RX 590,65,60.8,75666,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,RX-590P8DFD6,XFX,XFX RX 590 8GB Fatboy OC+,65,60.8,75666,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,11289-01-20G,Sapphire,Sapphire RX 590 8GB Nitro+,65,60.8,75666,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,AXRX 590 8GBD5-DHD,PowerColor,PowerColor RX 590 8GB Red Dragon,65,60.8,75666,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,AXRX 590 8GBD5-3DH/OC,PowerColor,PowerColor RX 590 8GB Red Devil,65,60.8,75666,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,RADEON RX 590 ARMOR 8G OC,MSI,MSI RX 590 8GB Armor OC,65,60.8,75666,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,GV-RX590GAMING-8GD,Gigabyte,Gigabyte RX 590 8GB Gaming,65,60.8,75666,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,11289-06-20G,Sapphire,Sapphire RX 590 8GB Pulse,65,60.8,75666,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,,Nvidia,GTX 980,66,60.7,132641,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,04G-P4-2983-KR,EVGA,EVGA GTX 980 4GB SC ACX 2.0,66,60.7,132641,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,GTX 980 GAMING 4G,MSI,MSI GTX 980 4GB GAMING,66,60.7,132641,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,STRIX-GTX980-DC2OC-4GD5,Asus,ASUS GTX 980 4GB STRIX OC,66,60.7,132641,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,,Nvidia,GTX 1650S (Super),67,60.3,69423,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,ZT-T16510F-10L,Zotac,Zotac GTX 1650 Super 4GB Gaming,67,60.3,69423,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,TUF-GTX1650S-O4G-GAMING,Asus,Asus GTX 1650 Super 4GB TUF Gaming,67,60.3,69423,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,04G-P4-1357-KR,EVGA,EVGA GTX 1650 Super 4GB SC Ultra,67,60.3,69423,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,GTX 1650 Super Ventus XS OC,MSI,MSI GTX 1650 Super 4GB Ventus XS,67,60.3,69423,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,GV-N165SWF2OC-4GD,Gigabyte,Gigabyte GTX 1650 Super 4GB 2x Windforce,67,60.3,69423,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,GTX 1650 Super Gaming X,MSI,MSI GTX 1650 Super 4GB Gaming X,67,60.3,69423,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,PH-GTX1650S-O4G,Asus,Asus GTX 1650 Super 4GB Phoenix,67,60.3,69423,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,,Nvidia,GTX Titan Z (SLI Disabled),68,58.4,607,https://gpu.userbenchmark.com/SpeedTest/17751/NVIDIA-GeForce-GTX-TITAN-Z
GPU,,AMD,RX 5500-XT,69,58,30948,https://gpu.userbenchmark.com/AMD-RX-5500-XT/Rating/4060
GPU,RX-55XT8DFD6,XFX,XFX RX 5600 XT 8GB Thicc II PRO,69,58,30948,https://gpu.userbenchmark.com/AMD-RX-5500-XT/Rating/4060
GPU,,AMD,RX 5500,70,57.7,131,https://gpu.userbenchmark.com/AMD-RX-5500/Rating/4059
